"Date","Open","High","Low","Close","Volume","Adj Close"
"10/27/2008","85.97","89.51","83.70","83.95","397288600","74.29"
"10/28/2008","87.34","94.24","84.53","93.76","639939500","82.97"
"10/29/2008","93.77","97.17","92.10","93.08","531270100","82.37"
"10/30/2008","95.78","96.54","92.90","96.30","414582100","85.22"
"10/31/2008","95.08","98.57","94.48","96.83","411394000","85.68"
"11/03/2008","96.78","97.69","95.95","97.11","205419400","85.93"
"11/04/2008","99.06","100.86","96.71","100.41","346793400","88.85"
"11/05/2008","99.20","100.71","95.00","96.19","387844100","85.12"
"11/06/2008","94.46","95.44","90.06","90.86","477721900","80.40"
"11/07/2008","91.65","94.00","90.50","93.86","380391000","83.06"
"11/10/2008","95.21","95.53","90.92","92.63","301773000","81.97"
"11/11/2008","90.76","92.14","88.65","89.77","418498200","79.44"
"11/12/2008","88.23","88.95","85.12","85.82","454330600","75.94"
"11/13/2008","86.13","91.73","82.09","91.17","753141900","80.68"
"11/14/2008","89.41","92.06","86.52","86.62","540352300","76.65"
"11/17/2008","86.38","88.56","85.16","85.47","415254900","75.63"
"11/18/2008","85.15","87.22","82.91","87.08","523811800","77.06"
"11/19/2008","85.91","86.87","80.92","81.50","558327600","72.12"
"11/20/2008","80.13","82.51","75.05","75.45","814180400","66.77"
"11/21/2008","77.46","80.90","74.34","79.52","718536500","70.37"
"11/24/2008","81.92","86.99","80.36","85.03","523305300","75.24"
"11/25/2008","87.30","87.51","83.82","85.66","454112400","75.80"
"11/26/2008","84.30","89.19","84.24","88.97","370134200","78.73"
"11/28/2008","88.63","90.13","88.48","90.09","118308100","79.72"
"12/01/2008","87.51","87.55","81.86","82.11","369927100","72.66"
"12/02/2008","83.47","85.49","82.04","85.27","469508400","75.46"
"12/03/2008","83.40","87.83","83.14","87.32","519863500","77.27"
"12/04/2008","86.06","88.05","83.74","85.30","444173800","75.48"
"12/05/2008","83.65","88.42","82.24","87.93","471905300","77.81"
"12/08/2008","90.34","92.38","88.08","91.00","412859300","80.53"
"12/09/2008","90.37","92.13","88.98","89.50","370790000","79.20"
"12/10/2008","90.32","91.36","89.00","90.11","396187400","79.74"
"12/11/2008","89.54","91.00","87.37","87.94","365061000","77.82"
"12/12/2008","85.55","89.07","85.20","88.99","415060400","78.75"
"12/15/2008","89.02","89.15","86.29","87.75","256694200","77.65"
"12/16/2008","91.88","92.02","88.18","91.88","377699500","81.30"
"12/17/2008","90.84","92.43","90.06","90.99","281819800","80.52"
"12/18/2008","91.40","91.67","88.21","89.29","374673300","79.01"
"12/19/2008","89.10","90.62","88.09","88.19","301451300","78.67"
"12/22/2008","88.58","88.67","85.49","87.06","243759500","77.66"
"12/23/2008","87.53","87.93","85.80","86.16","221625200","76.86"
"12/24/2008","86.45","86.87","86.00","86.66","62061600","77.31"
"12/26/2008","87.24","87.30","86.50","87.16","74767700","77.75"
"12/29/2008","87.24","87.33","85.60","86.91","127795900","77.53"
"12/30/2008","87.51","89.05","86.88","88.97","168256300","79.37"
"12/31/2008","89.08","90.97","88.87","90.24","193987200","80.50"
"01/02/2009","90.44","93.44","89.85","92.96","227566300","82.93"
"01/05/2009","92.63","93.66","91.89","92.85","240349700","82.83"
"01/06/2009","93.64","94.45","92.68","93.47","328260900","83.38"
"01/07/2009","92.00","92.26","90.20","90.67","280899200","80.89"
"01/08/2009","90.16","91.09","89.67","91.04","263834400","81.22"
"01/09/2009","91.16","91.32","85.36","89.09","330953600","79.48"
"01/12/2009","88.84","88.91","86.41","86.95","277858500","77.57"
"01/13/2009","86.73","87.88","86.20","87.11","356432300","77.71"
"01/14/2009","85.54","85.75","83.16","84.37","435491600","75.26"
"01/15/2009","84.12","85.25","81.72","84.40","532647300","75.29"
"01/16/2009","85.86","85.99","83.05","85.06","399237200","75.88"
"01/20/2009","84.23","85.06","80.05","80.57","419855200","71.88"
"01/21/2009","81.94","84.24","80.47","84.05","364360700","74.98"
"01/22/2009","82.42","84.04","81.17","82.75","427940300","73.82"
"01/23/2009","80.90","83.99","80.57","83.11","386800600","74.14"
"01/26/2009","83.59","85.36","82.81","83.68","317978800","74.65"
"01/27/2009","84.13","85.15","83.30","84.53","273789700","75.41"
"01/28/2009","86.40","87.95","86.07","87.39","330007000","77.96"
"01/29/2009","86.11","87.49","84.47","84.55","294392500","75.43"
"01/30/2009","84.98","85.40","82.21","82.83","383383600","73.89"
"02/02/2009","81.57","83.18","81.31","82.58","288233300","73.67"
"02/03/2009","83.10","84.36","82.22","83.74","278385800","74.70"
"02/04/2009","84.30","85.37","83.04","83.33","322989300","74.34"
"02/05/2009","82.70","85.29","77.73","84.57","417679400","75.44"
"02/06/2009","84.86","87.34","84.68","86.98","366101700","77.59"
"02/09/2009","86.96","87.74","86.32","87.10","240075200","77.70"
"02/10/2009","86.27","87.03","82.45","83.11","536212800","74.14"
"02/11/2009","83.45","84.05","82.40","83.60","324442500","74.58"
"02/12/2009","82.17","83.82","81.05","83.66","469302200","74.63"
"02/13/2009","83.55","84.24","82.74","82.76","293998400","73.83"
"02/17/2009","80.16","82.96","79.17","79.22","478910100","70.67"
"02/18/2009","79.79","79.94","78.28","79.03","362964800","70.50"
"02/19/2009","79.84","80.15","78.02","78.18","316867500","69.74"
"02/20/2009","76.73","78.34","75.77","77.42","477176600","69.06"
"02/23/2009","78.27","78.27","74.59","74.65","379641400","66.59"
"02/24/2009","75.29","77.95","74.70","77.48","426260900","69.12"
"02/25/2009","77.14","78.42","75.63","76.87","461985800","68.57"
"02/26/2009","77.82","79.67","75.53","75.62","363353900","67.46"
"02/27/2009","74.01","75.69","73.81","73.93","470510900","65.95"
"03/02/2009","72.52","73.92","70.37","70.60","426452600","62.98"
"03/03/2009","71.61","71.70","69.64","70.07","443761000","62.51"
"03/04/2009","71.23","72.87","70.07","71.73","462753100","63.99"
"03/05/2009","70.10","71.73","68.17","68.80","485549400","61.38"
"03/06/2009","69.40","70.45","67.10","68.92","490470000","61.48"
"03/09/2009","67.95","70.00","67.73","68.11","379905300","60.76"
"03/10/2009","69.51","72.37","69.37","72.17","406227900","64.38"
"03/11/2009","73.00","73.75","71.83","72.64","356648300","64.80"
"03/12/2009","72.62","75.75","71.97","75.50","409702700","67.35"
"03/13/2009","76.01","76.98","74.73","76.09","337474700","67.88"
"03/16/2009","76.96","77.97","75.81","75.86","360644900","67.67"
"03/17/2009","76.07","78.36","75.45","78.18","356814300","69.74"
"03/18/2009","77.81","80.90","77.07","79.93","473273200","71.30"
"03/19/2009","80.93","81.00","78.69","78.94","428520400","70.42"
"03/20/2009","78.76","78.91","76.53","76.71","371078200","68.92"
"03/23/2009","78.74","82.29","78.31","82.22","419933300","73.87"
"03/24/2009","81.24","82.36","80.51","80.60","330271000","72.42"
"03/25/2009","81.23","82.70","79.06","81.45","441775100","73.18"
"03/26/2009","82.25","83.30","81.32","83.11","422025200","74.67"
"03/27/2009","82.05","82.53","81.31","81.61","322332300","73.32"
"03/30/2009","79.80","79.87","77.96","78.79","324108500","70.79"
"03/31/2009","79.56","81.08","79.05","79.52","364238300","71.45"
"04/01/2009","78.53","81.42","78.33","81.06","377018300","72.83"
"04/02/2009","83.08","84.61","81.13","83.43","476230700","74.96"
"04/03/2009","83.49","84.28","82.67","84.26","284646300","75.70"
"04/06/2009","83.34","84.28","82.29","83.60","264866600","75.11"
"04/07/2009","82.25","82.65","81.51","81.65","258947800","73.36"
"04/08/2009","82.06","82.94","81.54","82.53","230402800","74.15"
"04/09/2009","84.67","85.82","84.33","85.81","269653500","77.10"
"04/13/2009","84.92","86.54","84.58","85.83","224847500","77.12"
"04/14/2009","85.03","85.76","84.08","84.35","276598800","75.79"
"04/15/2009","83.84","85.42","83.61","85.25","250726100","76.59"
"04/16/2009","85.93","87.15","84.77","86.50","335202900","77.72"
"04/17/2009","86.83","87.65","86.14","87.08","262649000","78.24"
"04/20/2009","85.54","87.05","83.34","83.43","293690100","74.96"
"04/21/2009","82.82","85.13","82.75","85.06","114090900","76.42"
"04/22/2009","84.29","86.34","84.07","84.54","340395200","75.96"
"04/23/2009","84.71","85.42","83.63","85.37","324903700","76.70"
"04/24/2009","86.03","87.31","85.69","86.66","287703000","77.86"
"04/27/2009","85.68","87.01","85.54","85.84","289581600","77.12"
"04/28/2009","84.97","86.59","84.76","85.57","247926300","76.88"
"04/29/2009","86.52","88.36","86.30","87.39","311505700","78.52"
"04/30/2009","88.55","89.02","86.92","87.42","301419800","78.54"
"05/01/2009","87.44","88.21","86.72","87.89","236110300","78.97"
"05/04/2009","88.55","90.94","88.38","90.88","287120000","81.65"
"05/05/2009","90.57","90.93","89.84","90.57","243036300","81.37"
"05/06/2009","91.68","92.20","90.61","92.14","291941000","82.78"
"05/07/2009","93.01","93.15","90.28","90.86","317728000","81.63"
"05/08/2009","92.03","93.22","91.44","92.98","299081700","83.54"
"05/11/2009","91.70","92.11","91.04","91.24","247923600","81.98"
"05/12/2009","91.63","91.83","89.85","90.97","282431300","81.73"
"05/13/2009","89.74","90.01","88.50","88.68","269619100","79.68"
"05/14/2009","88.72","90.12","88.50","89.44","260098700","80.36"
"05/15/2009","89.37","90.00","88.15","88.71","271502700","79.70"
"05/18/2009","89.55","91.34","88.57","91.23","241447400","81.97"
"05/19/2009","91.18","91.97","90.81","91.12","206102200","81.87"
"05/20/2009","91.95","92.80","90.41","90.51","285722200","81.32"
"05/21/2009","89.46","89.80","88.26","89.21","258988400","80.15"
"05/22/2009","89.46","90.00","88.68","89.02","166811900","79.98"
"05/26/2009","88.36","91.56","88.32","91.30","236318500","82.03"
"05/27/2009","91.44","91.75","89.53","89.67","246015800","80.57"
"05/28/2009","90.46","91.34","89.10","90.92","289095000","81.69"
"05/29/2009","91.42","93.70","90.68","92.53","258641500","83.14"
"06/01/2009","93.67","95.17","93.43","94.77","276246800","85.15"
"06/02/2009","94.40","95.37","94.23","94.85","230874500","85.22"
"06/03/2009","94.04","94.13","92.76","93.65","235310500","84.14"
"06/04/2009","94.00","94.67","93.30","94.53","210102300","84.93"
"06/05/2009","95.49","95.67","93.80","94.55","284257900","84.95"
"06/08/2009","93.84","95.10","93.04","94.16","238565100","84.60"
"06/09/2009","94.69","95.14","94.02","94.64","225125500","85.03"
"06/10/2009","95.48","95.49","93.19","94.40","296100400","84.82"
"06/11/2009","94.58","96.11","94.56","94.82","275414200","85.19"
"06/12/2009","94.40","95.14","94.00","95.08","184361800","85.43"
"06/15/2009","93.96","94.02","92.40","92.90","224190500","83.47"
"06/16/2009","93.23","93.29","91.58","91.64","227319000","82.34"
"06/17/2009","91.60","92.33","90.83","91.55","223445200","82.25"
"06/18/2009","91.69","92.67","91.25","92.22","211725100","82.86"
"06/19/2009","92.58","92.70","91.52","92.04","215655600","83.16"
"06/22/2009","91.14","91.19","89.25","89.28","251913600","80.67"
"06/23/2009","89.47","89.88","88.85","89.35","188309800","80.73"
"06/24/2009","90.16","91.08","89.60","90.12","211577700","81.43"
"06/25/2009","89.67","92.17","89.57","92.08","279411000","83.20"
"06/26/2009","91.77","92.24","91.27","91.84","167579000","82.98"
"06/29/2009","92.11","92.82","91.60","92.70","168481300","83.76"
"06/30/2009","92.72","93.06","91.27","91.95","228888200","83.08"
"07/01/2009","92.34","93.23","92.21","92.33","173041100","83.42"
"07/02/2009","91.13","92.36","89.76","89.81","212309900","81.15"
"07/06/2009","88.94","89.93","88.66","89.80","174499600","81.14"
"07/07/2009","89.71","89.82","88.00","88.06","197088900","79.57"
"07/08/2009","88.59","88.80","87.00","88.00","248050500","79.51"
"07/09/2009","88.61","88.90","87.91","88.17","163777600","79.67"
"07/10/2009","87.70","88.49","87.35","87.96","173520300","79.48"
"07/13/2009","88.31","90.17","87.59","90.10","217413500","81.41"
"07/14/2009","90.38","90.69","89.73","90.61","181487400","81.87"
"07/15/2009","91.81","93.51","90.68","93.26","220877900","84.26"
"07/16/2009","93.00","94.51","92.82","93.11","231174500","84.13"
"07/17/2009","94.06","94.32","93.54","94.13","138561700","85.05"
"07/20/2009","94.68","95.29","94.19","95.13","164179400","85.95"
"07/21/2009","95.87","95.90","94.42","95.57","217718300","86.35"
"07/22/2009","94.96","96.13","94.89","95.55","196068100","86.33"
"07/23/2009","95.61","98.08","95.53","97.66","258795500","88.24"
"07/24/2009","97.20","98.14","96.69","98.06","154003100","88.60"
"07/27/2009","97.88","98.40","97.34","98.35","159259400","88.86"
"07/28/2009","97.66","98.37","97.06","97.89","186685200","88.45"
"07/29/2009","97.44","98.09","96.98","97.65","194399300","88.23"
"07/30/2009","98.83","99.83","98.60","98.67","225575400","89.15"
"07/31/2009","98.65","99.47","98.38","98.81","207358000","89.28"
"08/03/2009","99.85","100.53","99.31","100.44","175776900","90.75"
"08/04/2009","99.99","100.84","99.78","100.70","176714600","90.99"
"08/05/2009","100.77","100.86","99.58","100.41","184726400","90.72"
"08/06/2009","100.87","101.02","99.42","99.89","193203800","90.25"
"08/07/2009","100.94","102.03","100.39","101.20","220640900","91.44"
"08/10/2009","100.74","101.22","100.27","100.99","130898700","91.25"
"08/11/2009","100.54","100.61","99.46","99.73","157301000","90.11"
"08/12/2009","99.56","101.56","99.51","100.80","219052400","91.08"
"08/13/2009","101.26","101.61","100.26","101.57","176449500","91.77"
"08/14/2009","101.52","101.60","99.70","100.79","199616100","91.07"
"08/17/2009","98.85","98.95","98.11","98.31","237667500","88.83"
"08/18/2009","98.53","99.44","98.35","99.09","173461500","89.53"
"08/19/2009","98.31","100.30","98.21","99.96","192812800","90.32"
"08/20/2009","100.09","101.22","99.87","100.99","174131300","91.25"
"08/21/2009","101.82","103.13","101.62","102.97","224605000","93.04"
"08/24/2009","103.39","103.95","102.59","102.96","191279000","93.03"
"08/25/2009","103.37","104.26","102.94","103.16","215310600","93.21"
"08/26/2009","102.84","103.64","102.49","103.17","194620700","93.22"
"08/27/2009","103.11","103.72","101.94","103.40","196230100","93.43"
"08/28/2009","104.23","104.35","102.67","103.38","147024400","93.41"
"08/31/2009","102.37","102.58","101.79","102.46","176051600","92.58"
"09/01/2009","101.95","103.24","99.99","100.20","321276800","90.53"
"09/02/2009","99.78","100.44","99.57","99.82","171805000","90.19"
"09/03/2009","100.40","100.77","99.59","100.65","143572300","90.94"
"09/04/2009","100.85","102.09","100.55","102.06","142687900","92.22"
"09/08/2009","103.00","103.05","102.39","102.94","132909100","93.01"
"09/09/2009","103.12","104.08","102.80","103.73","154612500","93.72"
"09/10/2009","103.80","104.86","103.22","104.79","162902400","94.68"
"09/11/2009","104.99","105.30","104.28","104.77","152360100","94.66"
"09/14/2009","103.88","105.46","103.15","105.28","149593800","95.12"
"09/15/2009","105.45","106.11","104.76","105.72","196795900","95.52"
"09/16/2009","106.10","107.34","105.73","107.32","206406300","96.97"
"09/17/2009","107.17","108.06","106.57","107.16","229170900","96.82"
"09/18/2009","107.15","107.16","106.36","106.72","153799100","96.89"
"09/21/2009","105.89","107.00","105.66","106.45","151892000","96.64"
"09/22/2009","107.08","107.37","106.60","107.07","143126700","97.20"
"09/23/2009","107.32","108.03","105.99","106.18","225947400","96.40"
"09/24/2009","106.41","106.64","104.55","105.01","228636800","95.33"
"09/25/2009","104.78","105.36","104.09","104.45","204059000","94.82"
"09/28/2009","104.85","106.55","104.83","106.32","118285800","96.52"
"09/29/2009","106.51","107.02","105.78","106.00","133733900","96.23"
"09/30/2009","106.36","106.46","104.62","105.59","254383000","95.86"
"10/01/2009","103.00","105.73","102.95","102.97","281840600","93.48"
"10/02/2009","102.02","103.10","101.99","102.49","224748800","93.05"
"10/05/2009","102.90","104.32","102.60","104.02","149875000","94.43"
"10/06/2009","104.77","106.11","104.71","105.51","202491100","95.79"
"10/07/2009","105.27","105.91","105.07","105.80","159200300","96.05"
"10/08/2009","106.55","107.17","105.85","106.61","183305800","96.79"
"10/09/2009","106.64","107.26","106.36","107.26","135008300","97.38"
"10/12/2009","107.76","108.09","107.28","107.68","118031000","97.76"
"10/13/2009","107.39","107.71","106.76","107.46","157692700","97.56"
"10/14/2009","108.72","109.42","107.42","109.31","191421600","99.24"
"10/15/2009","108.78","109.71","108.73","109.71","173873600","99.60"
"10/16/2009","108.80","109.27","108.23","108.89","192069400","98.86"
"10/19/2009","109.07","110.13","108.73","109.79","159530400","99.67"
"10/20/2009","109.95","109.99","108.68","109.21","180921100","99.15"
"10/21/2009","109.04","110.31","108.15","108.23","225379300","98.26"
"10/22/2009","108.19","109.68","107.50","109.33","238444000","99.25"
"10/23/2009","109.69","109.76","107.63","108.08","240033200","98.12"
"10/26/2009","108.20","109.31","106.61","106.91","242028200","97.06"
"10/27/2009","107.03","107.39","106.16","106.42","253266300","96.61"
"10/28/2009","106.15","106.48","104.35","104.41","248821400","94.79"
"10/29/2009","105.19","106.86","104.94","106.65","198110600","96.82"
"10/30/2009","106.30","106.62","103.44","103.56","325608100","94.02"
"11/02/2009","104.13","105.41","103.08","104.32","254222900","94.71"
"11/03/2009","103.74","104.80","103.54","104.65","228362600","95.01"
"11/04/2009","105.51","106.33","104.65","104.92","247996700","95.25"
"11/05/2009","105.66","106.88","105.44","106.85","180015300","97.00"
"11/06/2009","106.26","107.40","106.05","107.13","170954100","97.26"
"11/09/2009","107.95","109.63","107.87","109.57","159495700","99.47"
"11/10/2009","109.31","109.93","108.97","109.59","171899800","99.49"
"11/11/2009","110.31","110.82","109.62","110.15","169466200","100.00"
"11/12/2009","110.00","110.57","108.75","109.03","157144500","98.98"
"11/13/2009","109.31","110.09","108.75","109.62","150963000","99.52"
"11/16/2009","110.38","111.69","110.32","111.21","210922200","100.96"
"11/17/2009","110.92","111.39","110.50","111.34","147134100","101.08"
"11/18/2009","111.26","111.43","110.57","111.27","156486800","101.02"
"11/19/2009","110.51","111.31","109.13","109.82","208734600","99.70"
"11/20/2009","109.25","109.76","109.01","109.43","134196000","99.35"
"11/23/2009","110.72","111.74","110.60","110.82","148010200","100.61"
"11/24/2009","111.00","111.20","110.01","110.99","138420100","100.76"
"11/25/2009","111.17","111.50","110.82","111.38","109564800","101.12"
"11/27/2009","108.40","110.32","108.29","109.57","126001800","99.47"
"11/30/2009","109.48","110.20","108.12","109.94","160874800","99.81"
"12/01/2009","110.92","111.66","110.73","111.30","159613700","101.04"
"12/02/2009","111.28","112.01","110.92","111.25","132315100","101.00"
"12/03/2009","111.55","112.18","110.29","110.38","167324900","100.21"
"12/04/2009","111.84","112.38","110.04","111.01","274907800","100.78"
"12/07/2009","110.91","111.53","110.49","110.84","127973800","100.63"
"12/08/2009","110.04","110.77","109.27","109.61","169863700","99.51"
"12/09/2009","109.58","110.18","109.02","110.02","155063400","99.88"
"12/10/2009","110.70","111.12","110.45","110.64","138014600","100.44"
"12/11/2009","111.11","111.36","110.61","111.11","124854000","100.87"
"12/14/2009","111.87","112.00","111.13","111.87","107141500","101.56"
"12/15/2009","111.46","111.92","111.00","111.35","120408800","101.09"
"12/16/2009","111.80","112.13","111.27","111.52","155358200","101.24"
"12/17/2009","110.72","110.93","110.08","110.18","183390100","100.03"
"12/18/2009","110.20","110.30","109.28","110.21","174591200","100.59"
"12/21/2009","110.76","111.70","110.76","111.33","118039600","101.61"
"12/22/2009","111.57","111.97","111.43","111.73","91707500","101.98"
"12/23/2009","112.00","112.11","111.50","111.95","111783100","102.18"
"12/24/2009","112.19","112.60","112.00","112.48","39677500","102.66"
"12/28/2009","112.90","112.99","112.32","112.72","87508500","102.88"
"12/29/2009","113.01","113.03","112.55","112.56","80572500","102.74"
"12/30/2009","112.23","112.65","112.17","112.52","73138400","102.70"
"12/31/2009","112.77","112.80","111.39","111.44","90637900","101.71"
"01/04/2010","112.37","113.39","111.51","113.33","118944600","103.44"
"01/05/2010","113.26","113.68","112.85","113.63","111579900","103.71"
"01/06/2010","113.52","113.99","113.43","113.71","116074400","103.79"
"01/07/2010","113.50","114.33","113.18","114.19","131091100","104.23"
"01/08/2010","113.89","114.62","113.66","114.57","126402800","104.57"
"01/11/2010","115.08","115.13","114.24","114.73","106375700","104.72"
"01/12/2010","113.97","114.21","113.22","113.66","163333500","103.74"
"01/13/2010","113.95","114.94","113.37","114.62","161822000","104.62"
"01/14/2010","114.49","115.14","114.42","114.93","115718800","104.90"
"01/15/2010","114.73","114.84","113.20","113.64","212283100","103.72"
"01/19/2010","113.62","115.13","113.59","115.06","139172700","105.02"
"01/20/2010","114.28","114.45","112.98","113.89","216490200","103.95"
"01/21/2010","113.92","114.27","111.56","111.70","344859600","101.95"
"01/22/2010","111.20","111.74","109.09","109.21","345942400","99.68"
"01/25/2010","110.21","110.41","109.41","109.77","186937500","100.19"
"01/26/2010","109.34","110.47","109.04","109.31","211168800","99.77"
"01/27/2010","109.17","110.08","108.33","109.83","271863600","100.25"
"01/28/2010","110.19","110.25","107.91","108.57","316104000","99.10"
"01/29/2010","109.04","109.80","107.22","107.39","310677600","98.02"
"02/01/2010","108.15","109.07","107.50","109.06","187865000","99.54"
"02/02/2010","109.26","110.59","108.88","110.38","216327900","100.75"
"02/03/2010","109.88","110.48","109.51","109.83","172730700","100.25"
"02/04/2010","108.98","109.03","106.42","106.44","356715700","97.15"
"02/05/2010","106.56","106.88","104.58","106.66","493585800","97.35"
"02/08/2010","106.74","107.33","105.81","105.89","224166900","96.65"
"02/09/2010","107.13","108.15","106.27","107.22","337820500","97.86"
"02/10/2010","107.05","107.60","106.11","107.01","240511500","97.67"
"02/11/2010","106.87","108.25","106.25","108.13","223591600","98.69"
"02/12/2010","106.99","108.10","106.51","108.04","304622100","98.61"
"02/16/2010","108.86","109.85","107.82","109.74","159317500","100.16"
"02/17/2010","110.27","110.41","109.74","110.26","168845100","100.64"
"02/18/2010","110.08","111.14","110.04","110.91","193708600","101.23"
"02/19/2010","110.62","111.57","110.36","111.14","222684900","101.44"
"02/22/2010","111.55","111.58","110.83","111.16","132346900","101.46"
"02/23/2010","110.86","111.20","109.52","109.81","207497000","100.23"
"02/24/2010","110.14","111.00","109.86","110.82","176350700","101.15"
"02/25/2010","109.24","110.75","108.94","110.67","259634700","101.01"
"02/26/2010","110.77","111.12","110.11","110.74","173589300","101.08"
"03/01/2010","111.20","112.00","111.17","111.89","147709700","102.13"
"03/02/2010","112.37","112.74","112.00","112.20","160992400","102.41"
"03/03/2010","112.49","112.97","112.02","112.30","150785000","102.50"
"03/04/2010","112.45","112.80","112.03","112.64","135770400","102.81"
"03/05/2010","113.37","114.34","113.10","114.25","176118800","104.28"
"03/08/2010","114.26","114.52","114.07","114.27","114631200","104.30"
"03/09/2010","113.93","114.99","113.87","114.46","154556700","104.47"
"03/10/2010","114.51","115.28","114.41","114.97","186088800","104.94"
"03/11/2010","114.70","115.48","114.35","115.45","160791100","105.38"
"03/12/2010","115.95","115.97","115.14","115.46","162074800","105.38"
"03/15/2010","115.26","115.57","114.60","115.49","146816800","105.41"
"03/16/2010","115.81","116.52","115.49","116.41","168673000","106.25"
"03/17/2010","116.76","117.48","116.42","117.10","177468100","106.88"
"03/18/2010","117.11","117.27","116.57","117.04","196509100","106.83"
"03/19/2010","115.97","117.29","115.52","115.97","226641100","106.29"
"03/22/2010","115.31","116.80","115.24","116.59","184477800","106.85"
"03/23/2010","116.76","117.51","116.38","117.41","182941600","107.61"
"03/24/2010","116.97","117.43","115.58","116.84","196072600","107.08"
"03/25/2010","117.63","118.17","116.51","116.65","223396300","106.91"
"03/26/2010","116.87","117.42","116.12","116.58","205808500","106.84"
"03/29/2010","117.17","117.53","116.69","117.32","134513500","107.52"
"03/30/2010","117.46","117.83","116.91","117.40","145772500","107.60"
"03/31/2010","116.95","117.52","116.61","117.00","161078700","107.23"
"04/01/2010","117.80","118.25","117.10","117.80","161215200","107.96"
"04/05/2010","118.25","118.84","117.92","118.76","105847600","108.84"
"04/06/2010","118.42","119.25","118.29","119.04","110384200","109.10"
"04/07/2010","118.80","119.36","117.81","118.36","184576300","108.48"
"04/08/2010","117.95","118.97","117.60","118.77","158704000","108.85"
"04/09/2010","119.02","119.60","118.80","119.55","133006500","109.57"
"04/12/2010","119.70","120.05","119.56","119.74","110279000","109.74"
"04/13/2010","119.62","120.04","119.00","119.83","125043600","109.82"
"04/14/2010","120.27","121.19","120.08","121.19","161609000","111.07"
"04/15/2010","120.99","121.57","120.95","121.29","144615300","111.16"
"04/16/2010","120.86","121.29","118.75","119.36","366786700","109.39"
"04/19/2010","119.01","119.93","118.47","119.81","217947800","109.80"
"04/20/2010","120.56","120.98","119.87","120.88","157708000","110.79"
"04/21/2010","120.95","121.23","119.99","120.66","192910100","110.58"
"04/22/2010","119.81","121.17","119.12","121.02","115360300","110.91"
"04/23/2010","120.94","121.86","120.63","121.81","177335500","111.64"
"04/26/2010","121.85","122.12","121.23","121.35","143457300","111.22"
"04/27/2010","120.65","121.34","118.25","118.48","355853300","108.59"
"04/28/2010","119.05","119.68","118.27","119.38","300674100","109.41"
"04/29/2010","120.10","121.11","120.07","120.86","193775000","110.77"
"04/30/2010","120.88","121.01","118.78","118.81","270000900","108.89"
"05/03/2010","119.38","120.68","119.20","120.35","182747900","110.30"
"05/04/2010","119.01","119.03","116.92","117.52","360353400","107.71"
"05/05/2010","116.56","117.80","115.97","116.82","328973200","107.06"
"05/06/2010","116.26","117.00","105.00","112.94","647356600","103.51"
"05/07/2010","112.64","113.77","109.41","111.26","637558800","101.97"
"05/10/2010","115.81","116.65","114.91","116.16","396159600","106.46"
"05/11/2010","115.07","117.36","114.91","115.83","317849800","106.16"
"05/12/2010","116.29","117.62","116.09","117.45","235607100","107.64"
"05/13/2010","117.13","117.68","115.89","115.99","234452500","106.30"
"05/14/2010","115.12","115.33","112.87","113.89","345601400","104.38"
"05/17/2010","114.20","114.52","111.77","113.95","325739800","104.43"
"05/18/2010","114.88","115.22","112.03","112.40","360556800","103.01"
"05/19/2010","111.77","112.77","110.36","111.76","394742700","102.43"
"05/20/2010","109.38","109.89","107.47","107.54","530418300","98.56"
"05/21/2010","105.91","109.38","105.36","109.11","500909400","100.00"
"05/24/2010","108.52","109.39","107.61","107.71","269823000","98.72"
"05/25/2010","105.11","107.87","104.38","107.82","396505200","98.82"
"05/26/2010","108.48","109.47","106.85","107.17","349719300","98.22"
"05/27/2010","109.19","110.80","108.78","110.76","300870500","101.51"
"05/28/2010","110.64","110.72","108.85","109.37","297933500","100.24"
"06/01/2010","108.35","109.95","107.37","107.53","277909400","98.55"
"06/02/2010","108.08","110.34","107.51","110.33","240243700","101.12"
"06/03/2010","110.65","111.06","109.58","110.71","226618300","101.46"
"06/04/2010","108.61","109.33","106.46","106.82","398475600","97.90"
"06/07/2010","107.20","107.61","105.41","105.49","264609100","96.68"
"06/08/2010","105.57","106.83","104.65","106.62","357774300","97.72"
"06/09/2010","107.24","108.28","105.60","106.05","268023300","97.19"
"06/10/2010","107.86","109.28","106.04","109.15","317890600","100.04"
"06/11/2010","108.19","109.75","108.12","109.68","214128200","100.52"
"06/14/2010","110.52","111.12","109.40","109.51","207196100","100.37"
"06/15/2010","110.28","112.10","110.09","112.00","238268700","102.65"
"06/16/2010","111.42","112.42","111.20","111.96","216374000","102.61"
"06/17/2010","112.28","112.33","111.05","112.14","263185800","102.78"
"06/18/2010","111.83","112.13","111.37","111.73","174006600","102.89"
"06/21/2010","113.12","113.20","110.79","111.41","213140700","102.59"
"06/22/2010","111.41","111.90","109.41","109.57","239355400","100.90"
"06/23/2010","109.64","110.03","108.48","109.23","254639900","100.58"
"06/24/2010","108.69","108.83","107.14","107.42","268523600","98.92"
"06/25/2010","107.74","108.42","106.77","107.87","238726500","99.33"
"06/28/2010","108.03","108.32","107.14","107.53","169218600","99.02"
"06/29/2010","106.02","107.51","103.55","104.21","373649500","95.96"
"06/30/2010","103.92","104.88","102.88","103.22","284101700","95.05"
"07/01/2010","103.15","103.49","101.13","102.76","382924800","94.63"
