"Date","Outlook"
"2013/09/20","292"
"2013/09/23","293"
"2013/09/24","294"
"2013/09/25","295"
"2013/09/26","296"
"2013/09/27","297"
"2013/09/30","298"
"2013/10/01","299"
"2013/10/02","300"
"2013/10/03","301"
"2013/10/04","301"
"2013/10/07","301"
"2013/10/08","301"
"2013/10/09","300"
"2013/10/10","299"
"2013/10/11","299"
"2013/10/14","299"
"2013/10/15","299"
"2013/10/16","299"
"2013/10/17","300"
"2013/10/18","301"
"2013/10/21","302"
"2013/10/22","303"
"2013/10/23","304"
"2013/10/24","305"
"2013/10/25","306"
"2013/10/28","307"
"2013/10/29","308"
"2013/10/30","309"
"2013/10/31","310"
"2013/11/01","311"
"2013/11/04","312"
"2013/11/05","313"
"2013/11/06","314"
"2013/11/07","315"
"2013/11/08","315"
"2013/11/11","315"
"2013/11/12","315"
"2013/11/13","315"
"2013/11/14","316"
"2013/11/15","317"
"2013/11/18","318"
"2013/11/19","319"
"2013/11/20","320"
"2013/11/21","321"
"2013/11/22","322"
"2013/11/25","323"
"2013/11/26","324"
"2013/11/27","325"
"2013/11/29","326"
"2013/12/02","327"
"2013/12/03","328"
"2013/12/04","329"
"2013/12/05","330"
"2013/12/06","331"
"2013/12/09","332"
"2013/12/10","333"
"2013/12/11","334"
"2013/12/12","334"
"2013/12/13","334"
"2013/12/16","334"
"2013/12/17","334"
"2013/12/18","334"
"2013/12/19","335"
"2013/12/20","336"
"2013/12/23","337"
"2013/12/24","338"
"2013/12/26","339"
"2013/12/27","340"
"2013/12/30","341"
"2013/12/31","342"
"2014/01/02","343"
"2014/01/03","344"
"2014/01/06","345"
"2014/01/07","346"
"2014/01/08","347"
"2014/01/09","348"
"2014/01/10","349"
"2014/01/13","350"
"2014/01/14","350"
"2014/01/15","351"
"2014/01/16","352"
"2014/01/17","353"
"2014/01/21","354"
"2014/01/22","355"
"2014/01/23","356"
"2014/01/24","357"
"2014/01/27","357"
"2014/01/28","357"
"2014/01/29","357"
"2014/01/30","356"
"2014/01/31","355"
"2014/02/03","354"
"2014/02/04","353"
"2014/02/05","352"
"2014/02/06","351"
"2014/02/07","350"
"2014/02/10","349"
"2014/02/11","348"
"2014/02/12","349"
"2014/02/13","350"
"2014/02/14","351"
"2014/02/18","352"
"2014/02/19","353"
"2014/02/20","354"
"2014/02/21","355"
"2014/02/24","356"
"2014/02/25","357"
"2014/02/26","358"
"2014/02/27","359"
"2014/02/28","360"
"2014/03/03","361"
"2014/03/04","362"
"2014/03/05","363"
"2014/03/06","364"
"2014/03/07","365"
"2014/03/10","366"
"2014/03/11","367"
"2014/03/12","368"
"2014/03/13","369"
"2014/03/14","369"
"2014/03/17","369"
"2014/03/18","369"
"2014/03/19","369"
"2014/03/20","369"
"2014/03/21","369"
"2014/03/24","369"
"2014/03/25","369"
"2014/03/26","369"
"2014/03/27","368"
"2014/03/28","367"
"2014/03/31","366"
"2014/04/01","365"
"2014/04/02","366"
"2014/04/03","367"
"2014/04/04","368"
"2014/04/07","367"
"2014/04/08","366"
"2014/04/09","365"
"2014/04/10","364"
"2014/04/11","363"
"2014/04/14","362"
"2014/04/15","361"
"2014/04/16","360"
"2014/04/17","359"
"2014/04/21","358"
"2014/04/22","357"
"2014/04/23","356"
"2014/04/24","355"
"2014/04/25","354"
"2014/04/28","353"
"2014/04/29","352"
"2014/04/30","351"
"2014/05/01","350"
"2014/05/02","349"
"2014/05/05","348"
"2014/05/06","347"
"2014/05/07","346"
"2014/05/08","345"
"2014/05/09","344"
"2014/05/12","343"
"2014/05/13","342"
"2014/05/14","341"
"2014/05/15","340"
"2014/05/16","339"
"2014/05/19","338"
"2014/05/20","337"
"2014/05/21","336"
"2014/05/22","335"
"2014/05/23","334"
"2014/05/27","333"
"2014/05/28","334"
"2014/05/29","335"
"2014/05/30","336"
"2014/06/02","337"
"2014/06/03","338"
"2014/06/04","339"
"2014/06/05","340"
"2014/06/06","341"
"2014/06/09","342"
"2014/06/10","343"
"2014/06/11","344"
"2014/06/12","345"
"2014/06/13","346"
"2014/06/16","347"
"2014/06/17","348"
"2014/06/18","349"
"2014/06/19","350"
"2014/06/20","351"
"2014/06/23","352"
"2014/06/24","353"
"2014/06/25","354"
"2014/06/26","355"
"2014/06/27","356"
"2014/06/30","357"
"2014/07/02","358"
